"country","date","lc_class","lc_desc","function (x, y = NULL, na.rm = FALSE, use) 
{
    if (missing(use)) 
        use <- if (na.rm) 
            ""na.or.complete""
        else ""everything""
    na.method <- pmatch(use, c(""all.obs"", ""complete.obs"", ""pairwise.complete.obs"", ""everything"", ""na.or.complete""))
    if (is.na(na.method)) 
        stop(""invalid 'use' argument"")
    if (is.data.frame(x)) 
        x <- as.matrix(x)
    else stopifnot(is.atomic(x))
    if (is.data.frame(y)) 
        y <- as.matrix(y)
    else stopifnot(is.atomic(y))
    .Call(C_cov, x, y, na.method, FALSE)
}"
"BW",1993-01-16,120,"Shrubland",4.71013594741483e-05
"ZW",1993-01-16,120,"Shrubland",4.02056901204096e-05
"BW",1993-01-16,130,"Grassland",4.81886350260043e-05
"ZW",1993-01-16,130,"Grassland",4.70627043051826e-05
"BW",1993-01-16,180,"Flooded Vegetation",4.45068576113585e-05
"ZW",1993-01-16,180,"Flooded Vegetation",3.79892586725197e-05
"BW",1993-01-16,190,"Built areas",4.44407123723067e-05
"ZW",1993-01-16,190,"Built areas",3.43834378762942e-05
"BW",1993-01-16,200,"Bare areas",4.50678127265991e-05
"ZW",1993-01-16,200,"Bare areas",3.25033979606815e-05
"ZW",1993-01-16,210,"Water bodies",4.19167150025517e-05
"BW",1993-02-15,10,"Crops rainfed",5.81039412403452e-05
"ZW",1993-02-15,10,"Crops rainfed",6.33209510335876e-05
"BW",1993-02-15,30,"Crop-tree mosaic",6.20159661813871e-05
"ZW",1993-02-15,30,"Crop-tree mosaic",6.7247277900957e-05
"BW",1993-02-15,60,"Woodland",4.9007941935288e-05
"ZW",1993-02-15,60,"Woodland",5.44495898075877e-05
"BW",1993-02-15,120,"Shrubland",5.17841050066677e-05
"ZW",1993-02-15,120,"Shrubland",5.30828183238905e-05
"BW",1993-02-15,130,"Grassland",4.98278381560373e-05
"ZW",1993-02-15,130,"Grassland",5.61527213843934e-05
"BW",1993-02-15,180,"Flooded Vegetation",5.11814861375889e-05
"ZW",1993-02-15,180,"Flooded Vegetation",5.91548199829562e-05
"BW",1993-02-15,190,"Built areas",5.05900534335524e-05
"ZW",1993-02-15,190,"Built areas",5.97966436009087e-05
"BW",1993-02-15,200,"Bare areas",5.51680862430926e-05
"ZW",1993-02-15,200,"Bare areas",6.11477662459947e-05
"ZW",1993-02-15,210,"Water bodies",5.60773193643874e-05
"BW",1993-03-16,10,"Crops rainfed",1.34023454954681e-05
"ZW",1993-03-16,10,"Crops rainfed",1.08009507008869e-05
"BW",1993-03-16,30,"Crop-tree mosaic",1.49042945648421e-05
"ZW",1993-03-16,30,"Crop-tree mosaic",1.33306334539461e-05
"BW",1993-03-16,60,"Woodland",1.30021735056475e-05
"ZW",1993-03-16,60,"Woodland",9.77941444266603e-06
"BW",1993-03-16,120,"Shrubland",1.31335806440708e-05
"ZW",1993-03-16,120,"Shrubland",1.24933009503902e-05
"BW",1993-03-16,130,"Grassland",1.22843848963467e-05
"ZW",1993-03-16,130,"Grassland",1.32648463472383e-05
"BW",1993-03-16,180,"Flooded Vegetation",1.42159109649632e-05
"ZW",1993-03-16,180,"Flooded Vegetation",1.03577733100862e-05
"BW",1993-03-16,190,"Built areas",1.41741284096497e-05
"ZW",1993-03-16,190,"Built areas",1.04720277421689e-05
"BW",1993-03-16,200,"Bare areas",1.45129688474917e-05
"ZW",1993-03-16,200,"Bare areas",1.06133402368869e-05
"ZW",1993-03-16,210,"Water bodies",9.44953668473001e-06
"BW",1993-04-16,10,"Crops rainfed",5.25631716223238e-06
"ZW",1993-04-16,10,"Crops rainfed",5.2647232475569e-06
"BW",1993-04-16,30,"Crop-tree mosaic",7.57474479239716e-06
"ZW",1993-04-16,30,"Crop-tree mosaic",7.14251851225505e-06
"BW",1993-04-16,60,"Woodland",6.79372638688615e-06
"ZW",1993-04-16,60,"Woodland",5.13350084521853e-06
"BW",1993-04-16,120,"Shrubland",7.22658712466565e-06
"ZW",1993-04-16,120,"Shrubland",5.31816854930948e-06
"BW",1993-04-16,130,"Grassland",7.00235689458186e-06
"ZW",1993-04-16,130,"Grassland",7.09966796389668e-06
"BW",1993-04-16,180,"Flooded Vegetation",8.56468959436579e-06
"ZW",1993-04-16,180,"Flooded Vegetation",3.20523052393513e-06
"BW",1993-04-16,190,"Built areas",8.6540940174018e-06
"ZW",1993-04-16,190,"Built areas",3.48828020310766e-06
"BW",1993-04-16,200,"Bare areas",7.94128724263892e-06
"ZW",1993-04-16,200,"Bare areas",3.12420434056548e-06
"ZW",1993-04-16,210,"Water bodies",3.40556580871852e-06
"BW",1993-05-16,10,"Crops rainfed",1.45761717155869e-06
"ZW",1993-05-16,10,"Crops rainfed",6.83085111003279e-07
"BW",1993-05-16,30,"Crop-tree mosaic",1.44369646835536e-06
"ZW",1993-05-16,30,"Crop-tree mosaic",9.11235083733724e-07
"BW",1993-05-16,60,"Woodland",1.57446382742307e-06
"ZW",1993-05-16,60,"Woodland",7.22464168637344e-07
"BW",1993-05-16,120,"Shrubland",1.58132115410464e-06
"ZW",1993-05-16,120,"Shrubland",8.73840400422147e-07
"BW",1993-05-16,130,"Grassland",1.51749188874615e-06
"ZW",1993-05-16,130,"Grassland",1.04742831844792e-06
"BW",1993-05-16,180,"Flooded Vegetation",1.46392069935344e-06
"ZW",1993-05-16,180,"Flooded Vegetation",5.78976513729219e-07
"BW",1993-05-16,190,"Built areas",1.47930131788598e-06
"ZW",1993-05-16,190,"Built areas",5.9005541046548e-07
"BW",1993-05-16,200,"Bare areas",1.34844939194383e-06
"ZW",1993-05-16,200,"Bare areas",5.1334876616238e-07
"ZW",1993-05-16,210,"Water bodies",6.39485429325102e-07
"BW",1993-06-16,10,"Crops rainfed",2.74969553788955e-07
"ZW",1993-06-16,10,"Crops rainfed",4.20763017513147e-07
"BW",1993-06-16,30,"Crop-tree mosaic",2.7637471273644e-07
"ZW",1993-06-16,30,"Crop-tree mosaic",4.39642157947572e-07
"BW",1993-06-16,60,"Woodland",2.86685105181831e-07
"ZW",1993-06-16,60,"Woodland",4.42714701643756e-07
"BW",1993-06-16,120,"Shrubland",2.7215251498369e-07
"ZW",1993-06-16,120,"Shrubland",3.12932218161497e-07
"BW",1993-06-16,130,"Grassland",2.6194952760875e-07
"ZW",1993-06-16,130,"Grassland",3.98412906700029e-07
"BW",1993-06-16,180,"Flooded Vegetation",2.88444475607911e-07
"ZW",1993-06-16,180,"Flooded Vegetation",2.92848207769007e-07
"BW",1993-06-16,190,"Built areas",2.89634726868826e-07
"ZW",1993-06-16,190,"Built areas",2.80907322749796e-07
"BW",1993-06-16,200,"Bare areas",2.79488351137129e-07
"ZW",1993-06-16,200,"Bare areas",2.74149215329089e-07
"ZW",1993-06-16,210,"Water bodies",2.99021889066145e-07
"BW",1993-07-16,10,"Crops rainfed",1.52046860312463e-06
"ZW",1993-07-16,10,"Crops rainfed",2.04071411031481e-06
"BW",1993-07-16,30,"Crop-tree mosaic",1.52223728767428e-06
"ZW",1993-07-16,30,"Crop-tree mosaic",2.11675527358666e-06
"BW",1993-07-16,60,"Woodland",1.55325094847209e-06
"ZW",1993-07-16,60,"Woodland",2.30494530908866e-06
"BW",1993-07-16,120,"Shrubland",1.56764990902513e-06
"ZW",1993-07-16,120,"Shrubland",1.61228609113942e-06
"BW",1993-07-16,130,"Grassland",1.54710302972786e-06
"ZW",1993-07-16,130,"Grassland",1.87675953879039e-06
"BW",1993-07-16,180,"Flooded Vegetation",1.78508072487013e-06
"ZW",1993-07-16,180,"Flooded Vegetation",1.73987614114314e-06
"BW",1993-07-16,190,"Built areas",1.781091441444e-06
"ZW",1993-07-16,190,"Built areas",1.84497952762054e-06
"BW",1993-07-16,200,"Bare areas",1.82258699008825e-06
"ZW",1993-07-16,200,"Bare areas",1.89006254913693e-06
"ZW",1993-07-16,210,"Water bodies",1.59111018312476e-06
"BW",1993-08-16,10,"Crops rainfed",3.22487601621965e-09
"ZW",1993-08-16,10,"Crops rainfed",1.12987344445132e-08
"BW",1993-08-16,30,"Crop-tree mosaic",2.20012547215371e-09
"ZW",1993-08-16,30,"Crop-tree mosaic",6.96348697869929e-09
"BW",1993-08-16,60,"Woodland",2.92238743878951e-09
"ZW",1993-08-16,60,"Woodland",1.53589511649507e-08
"BW",1993-08-16,120,"Shrubland",2.76286374751615e-09
"ZW",1993-08-16,120,"Shrubland",6.52369044837101e-09
"BW",1993-08-16,130,"Grassland",1.76929666849894e-09
"ZW",1993-08-16,130,"Grassland",6.79166623429107e-09
"BW",1993-08-16,180,"Flooded Vegetation",0
"ZW",1993-08-16,180,"Flooded Vegetation",1.35791850242894e-08
"BW",1993-08-16,190,"Built areas",0
"ZW",1993-08-16,190,"Built areas",1.55308527134406e-08
"BW",1993-08-16,200,"Bare areas",0
"ZW",1993-08-16,200,"Bare areas",1.57090056518427e-08
"ZW",1993-08-16,210,"Water bodies",1.21475171515931e-08
"BW",1993-09-16,10,"Crops rainfed",1.06927318402856e-05
"ZW",1993-09-16,10,"Crops rainfed",6.02409539073816e-06
"BW",1993-09-16,30,"Crop-tree mosaic",9.68348614620513e-06
"ZW",1993-09-16,30,"Crop-tree mosaic",7.28221395280473e-06
"BW",1993-09-16,60,"Woodland",1.08380823589301e-05
"ZW",1993-09-16,60,"Woodland",5.40156337187784e-06
"BW",1993-09-16,120,"Shrubland",1.04146166598227e-05
"ZW",1993-09-16,120,"Shrubland",6.72929736202587e-06
"BW",1993-09-16,130,"Grassland",1.07305303381574e-05
"ZW",1993-09-16,130,"Grassland",7.48345683806232e-06
"BW",1993-09-16,180,"Flooded Vegetation",8.82224734645255e-06
"ZW",1993-09-16,180,"Flooded Vegetation",4.32488113452004e-06
"BW",1993-09-16,190,"Built areas",8.77923321240814e-06
"ZW",1993-09-16,190,"Built areas",4.2797920995064e-06
"BW",1993-09-16,200,"Bare areas",9.1375667705658e-06
"ZW",1993-09-16,200,"Bare areas",4.11265091315727e-06
"ZW",1993-09-16,210,"Water bodies",4.51393988807626e-06
"BW",1993-10-16,10,"Crops rainfed",2.63837121215289e-05
"ZW",1993-10-16,10,"Crops rainfed",1.46757472064823e-05
"BW",1993-10-16,30,"Crop-tree mosaic",2.3835766737767e-05
"ZW",1993-10-16,30,"Crop-tree mosaic",1.70193279297424e-05
"BW",1993-10-16,60,"Woodland",2.61857113613789e-05
"ZW",1993-10-16,60,"Woodland",1.46332490728195e-05
"BW",1993-10-16,120,"Shrubland",2.54549382233656e-05
"ZW",1993-10-16,120,"Shrubland",1.55161649162232e-05
"BW",1993-10-16,130,"Grassland",2.45634211606325e-05
"ZW",1993-10-16,130,"Grassland",1.74077651859779e-05
"BW",1993-10-16,180,"Flooded Vegetation",2.05182942728562e-05
"ZW",1993-10-16,180,"Flooded Vegetation",1.28867832478509e-05
"BW",1993-10-16,190,"Built areas",2.04936877707951e-05
"ZW",1993-10-16,190,"Built areas",1.1646247334416e-05
"BW",1993-10-16,200,"Bare areas",2.08318721009011e-05
"ZW",1993-10-16,200,"Bare areas",1.11085955722956e-05
"ZW",1993-10-16,210,"Water bodies",1.37039584901884e-05
"BW",1993-11-16,10,"Crops rainfed",2.83044199206488e-05
"ZW",1993-11-16,10,"Crops rainfed",2.85438451450998e-05
"BW",1993-11-16,30,"Crop-tree mosaic",2.85115161191627e-05
"ZW",1993-11-16,30,"Crop-tree mosaic",3.24039670568689e-05
"BW",1993-11-16,60,"Woodland",2.81018572430562e-05
"ZW",1993-11-16,60,"Woodland",3.31232513031311e-05
"BW",1993-11-16,120,"Shrubland",2.84661000087647e-05
"ZW",1993-11-16,120,"Shrubland",2.70314544615449e-05
"BW",1993-11-16,130,"Grassland",2.91133827789495e-05
"ZW",1993-11-16,130,"Grassland",3.21880294472726e-05
"BW",1993-11-16,180,"Flooded Vegetation",3.03940121100183e-05
"ZW",1993-11-16,180,"Flooded Vegetation",2.60717323470043e-05
"BW",1993-11-16,190,"Built areas",3.03665783576434e-05
"ZW",1993-11-16,190,"Built areas",2.30257363978699e-05
"BW",1993-11-16,200,"Bare areas",3.05403988226635e-05
"ZW",1993-11-16,200,"Bare areas",2.2629321392742e-05
"ZW",1993-11-16,210,"Water bodies",2.66968767411289e-05
"BW",1993-12-16,10,"Crops rainfed",5.46378826842378e-05
"ZW",1993-12-16,10,"Crops rainfed",6.23153523967166e-05
"BW",1993-12-16,30,"Crop-tree mosaic",6.93956780071834e-05
"ZW",1993-12-16,30,"Crop-tree mosaic",6.77853122425006e-05
"BW",1993-12-16,60,"Woodland",5.08280070963104e-05
"ZW",1993-12-16,60,"Woodland",6.08515592603508e-05
"BW",1993-12-16,120,"Shrubland",5.26738623233456e-05
"ZW",1993-12-16,120,"Shrubland",6.08452876373225e-05
"BW",1993-12-16,130,"Grassland",5.09117011895584e-05
"ZW",1993-12-16,130,"Grassland",5.81249987215335e-05
"BW",1993-12-16,180,"Flooded Vegetation",5.10799934115336e-05
"ZW",1993-12-16,180,"Flooded Vegetation",0.00010069557445091
"BW",1993-12-16,190,"Built areas",5.0956256018253e-05
"ZW",1993-12-16,190,"Built areas",4.49994948400929e-05
"BW",1993-12-16,200,"Bare areas",5.19631453449363e-05
"ZW",1993-12-16,200,"Bare areas",4.45453260908835e-05
"ZW",1993-12-16,210,"Water bodies",0.000112833715893825
"BW",1994-01-16,10,"Crops rainfed",5.29211319721028e-05
"ZW",1994-01-16,10,"Crops rainfed",5.00983212366544e-05
"BW",1994-01-16,30,"Crop-tree mosaic",5.11168502653004e-05
"ZW",1994-01-16,30,"Crop-tree mosaic",5.27492449184631e-05
"BW",1994-01-16,60,"Woodland",5.26908132069697e-05
"ZW",1994-01-16,60,"Woodland",5.30311438849479e-05
"BW",1994-01-16,120,"Shrubland",5.13734199673557e-05
"ZW",1994-01-16,120,"Shrubland",4.38245180103973e-05
"BW",1994-01-16,130,"Grassland",5.13453829163345e-05
"ZW",1994-01-16,130,"Grassland",5.14104170074111e-05
"BW",1994-01-16,180,"Flooded Vegetation",4.6389674468161e-05
"ZW",1994-01-16,180,"Flooded Vegetation",4.29237332308474e-05
"BW",1994-01-16,190,"Built areas",4.63747455796693e-05
"ZW",1994-01-16,190,"Built areas",4.25683507013933e-05
"BW",1994-01-16,200,"Bare areas",4.66263541560725e-05
"ZW",1994-01-16,200,"Bare areas",4.22606462961994e-05
"ZW",1994-01-16,210,"Water bodies",4.27894488972885e-05
"BW",1994-02-15,10,"Crops rainfed",4.9510805580985e-05
"ZW",1994-02-15,10,"Crops rainfed",5.22196875080528e-05
"BW",1994-02-15,30,"Crop-tree mosaic",4.28968810132462e-05
"ZW",1994-02-15,30,"Crop-tree mosaic",4.61736800463684e-05
"BW",1994-02-15,60,"Woodland",5.231246002562e-05
"ZW",1994-02-15,60,"Woodland",5.72271220850511e-05
"BW",1994-02-15,120,"Shrubland",5.10473167378612e-05
"ZW",1994-02-15,120,"Shrubland",5.97227598281365e-05
"BW",1994-02-15,130,"Grassland",5.17475478583134e-05
"ZW",1994-02-15,130,"Grassland",5.15874067877031e-05
"BW",1994-02-15,180,"Flooded Vegetation",5.40677818306092e-05
"ZW",1994-02-15,180,"Flooded Vegetation",6.38386770263493e-05
"BW",1994-02-15,190,"Built areas",5.43886781088077e-05
"ZW",1994-02-15,190,"Built areas",6.96265257730153e-05
"BW",1994-02-15,200,"Bare areas",5.18088768436682e-05
"ZW",1994-02-15,200,"Bare areas",7.0410176704172e-05
"ZW",1994-02-15,210,"Water bodies",6.72324793848257e-05
"BW",1994-03-16,10,"Crops rainfed",1.97158840138504e-05
"ZW",1994-03-16,10,"Crops rainfed",9.10466738875685e-06
"BW",1994-03-16,30,"Crop-tree mosaic",1.77851857121926e-05
"ZW",1994-03-16,30,"Crop-tree mosaic",1.13872544521991e-05
"BW",1994-03-16,60,"Woodland",1.89048975110778e-05
"ZW",1994-03-16,60,"Woodland",8.57823288168876e-06
"BW",1994-03-16,120,"Shrubland",1.78301041422996e-05
"ZW",1994-03-16,120,"Shrubland",9.27723553749835e-06
"BW",1994-03-16,130,"Grassland",1.85056907143696e-05
"ZW",1994-03-16,130,"Grassland",1.15939835104705e-05
"BW",1994-03-16,180,"Flooded Vegetation",1.44867687619832e-05
"ZW",1994-03-16,180,"Flooded Vegetation",7.07687301352659e-06
"BW",1994-03-16,190,"Built areas",1.44826299219858e-05
"ZW",1994-03-16,190,"Built areas",8.84888771886463e-06
"BW",1994-03-16,200,"Bare areas",1.45990540401568e-05
"ZW",1994-03-16,200,"Bare areas",8.79018261912279e-06
"ZW",1994-03-16,210,"Water bodies",6.47289368771453e-06
"BW",1994-04-16,10,"Crops rainfed",3.12037897138903e-06
"ZW",1994-04-16,10,"Crops rainfed",1.0273621279603e-06
"BW",1994-04-16,30,"Crop-tree mosaic",2.87837409623614e-06
"ZW",1994-04-16,30,"Crop-tree mosaic",1.46100675148955e-06
"BW",1994-04-16,60,"Woodland",2.94286142260312e-06
"ZW",1994-04-16,60,"Woodland",9.12188985452995e-07
"BW",1994-04-16,120,"Shrubland",2.97193016465578e-06
"ZW",1994-04-16,120,"Shrubland",1.07889492837947e-06
"BW",1994-04-16,130,"Grassland",3.01258939584827e-06
"ZW",1994-04-16,130,"Grassland",1.42783225803428e-06
"BW",1994-04-16,180,"Flooded Vegetation",2.68751996004171e-06
"ZW",1994-04-16,180,"Flooded Vegetation",6.96491597934185e-07
"BW",1994-04-16,190,"Built areas",2.66349343291949e-06
"ZW",1994-04-16,190,"Built areas",5.53001707360608e-07
"BW",1994-04-16,200,"Bare areas",2.85835627467197e-06
"ZW",1994-04-16,200,"Bare areas",5.14677992669021e-07
"ZW",1994-04-16,210,"Water bodies",6.5130616772288e-07
"BW",1994-05-16,10,"Crops rainfed",5.31495026125291e-06
"ZW",1994-05-16,10,"Crops rainfed",3.60404600830582e-06
"BW",1994-05-16,30,"Crop-tree mosaic",5.2374838405899e-06
"ZW",1994-05-16,30,"Crop-tree mosaic",4.20587901188908e-06
"BW",1994-05-16,60,"Woodland",4.7109058084149e-06
"ZW",1994-05-16,60,"Woodland",2.82671972429249e-06
"BW",1994-05-16,120,"Shrubland",4.46222920541354e-06
"ZW",1994-05-16,120,"Shrubland",2.97412901360688e-06
"BW",1994-05-16,130,"Grassland",4.19524265572197e-06
"ZW",1994-05-16,130,"Grassland",3.44566065701746e-06
"BW",1994-05-16,180,"Flooded Vegetation",4.49653094079081e-06
"ZW",1994-05-16,180,"Flooded Vegetation",2.39558729821837e-06
"BW",1994-05-16,190,"Built areas",4.47829415861634e-06
"ZW",1994-05-16,190,"Built areas",3.23537611017068e-06
"BW",1994-05-16,200,"Bare areas",4.62303325558372e-06
"ZW",1994-05-16,200,"Bare areas",3.30978878082533e-06
"ZW",1994-05-16,210,"Water bodies",1.9610723810452e-06
"BW",1994-06-16,10,"Crops rainfed",6.2123252057244e-07
"ZW",1994-06-16,10,"Crops rainfed",1.91179708565572e-06
"BW",1994-06-16,30,"Crop-tree mosaic",8.13127712717687e-07
"ZW",1994-06-16,30,"Crop-tree mosaic",1.4516676026601e-06
"BW",1994-06-16,60,"Woodland",6.06437807637427e-07
"ZW",1994-06-16,60,"Woodland",2.09228939692857e-06
"BW",1994-06-16,120,"Shrubland",6.04199234829994e-07
"ZW",1994-06-16,120,"Shrubland",1.15469293605843e-06
"BW",1994-06-16,130,"Grassland",5.4030226460509e-07
"ZW",1994-06-16,130,"Grassland",1.24103422317722e-06
"BW",1994-06-16,180,"Flooded Vegetation",5.8572225258546e-07
"ZW",1994-06-16,180,"Flooded Vegetation",1.25608728350739e-06
"BW",1994-06-16,190,"Built areas",5.85020018206706e-07
"ZW",1994-06-16,190,"Built areas",1.80419538853438e-06
"BW",1994-06-16,200,"Bare areas",5.89470165284722e-07
"ZW",1994-06-16,200,"Bare areas",1.86962154202774e-06
"ZW",1994-06-16,210,"Water bodies",1.02732120410565e-06
"BW",1994-07-16,10,"Crops rainfed",2.41868374413122e-07
"ZW",1994-07-16,10,"Crops rainfed",4.03512493028006e-07
"BW",1994-07-16,30,"Crop-tree mosaic",2.77760057908352e-07
"ZW",1994-07-16,30,"Crop-tree mosaic",3.57158007683955e-07
"BW",1994-07-16,60,"Woodland",2.44744866931139e-07
"ZW",1994-07-16,60,"Woodland",4.04936347627174e-07
"BW",1994-07-16,120,"Shrubland",2.47782341590752e-07
"ZW",1994-07-16,120,"Shrubland",3.70318548910714e-07
"BW",1994-07-16,130,"Grassland",2.42443954831422e-07
"ZW",1994-07-16,130,"Grassland",3.37515240908373e-07
"BW",1994-07-16,180,"Flooded Vegetation",2.81106843652418e-07
"ZW",1994-07-16,180,"Flooded Vegetation",4.39566464685926e-07
"BW",1994-07-16,190,"Built areas",2.8140485142103e-07
"ZW",1994-07-16,190,"Built areas",4.47115357623139e-07
"BW",1994-07-16,200,"Bare areas",2.78327045649727e-07
"ZW",1994-07-16,200,"Bare areas",4.54090752555203e-07
"ZW",1994-07-16,210,"Water bodies",4.20776724535907e-07
"BW",1994-08-16,10,"Crops rainfed",8.41476718729109e-08
"ZW",1994-08-16,10,"Crops rainfed",2.20146133379956e-07
"BW",1994-08-16,30,"Crop-tree mosaic",1.33763002597278e-07
"ZW",1994-08-16,30,"Crop-tree mosaic",2.32051168301364e-07
"BW",1994-08-16,60,"Woodland",6.99829052181028e-08
"ZW",1994-08-16,60,"Woodland",2.17442987034612e-07
"BW",1994-08-16,120,"Shrubland",7.81828904265505e-08
"ZW",1994-08-16,120,"Shrubland",1.31821385846676e-07
"BW",1994-08-16,130,"Grassland",7.36111245643259e-08
"ZW",1994-08-16,130,"Grassland",1.68609233293264e-07
"BW",1994-08-16,180,"Flooded Vegetation",7.93092709343639e-08
"ZW",1994-08-16,180,"Flooded Vegetation",1.38564020018678e-07
"BW",1994-08-16,190,"Built areas",7.83745832677596e-08
"ZW",1994-08-16,190,"Built areas",1.67521801005018e-07
"BW",1994-08-16,200,"Bare areas",8.60057045991965e-08
"ZW",1994-08-16,200,"Bare areas",1.72730210579175e-07
"ZW",1994-08-16,210,"Water bodies",1.17887280729527e-07
"BW",1994-09-16,10,"Crops rainfed",3.8916503702261e-08
"ZW",1994-09-16,10,"Crops rainfed",5.60912704801389e-08
"BW",1994-09-16,30,"Crop-tree mosaic",3.97320630351768e-08
"ZW",1994-09-16,30,"Crop-tree mosaic",6.30096855672325e-08
"BW",1994-09-16,60,"Woodland",4.59939098133631e-08
"ZW",1994-09-16,60,"Woodland",5.86156018825889e-08
"BW",1994-09-16,120,"Shrubland",4.7215227899336e-08
"ZW",1994-09-16,120,"Shrubland",3.26098647745895e-08
"BW",1994-09-16,130,"Grassland",4.97693985171608e-08
"ZW",1994-09-16,130,"Grassland",5.35616969650503e-08
"BW",1994-09-16,180,"Flooded Vegetation",6.07115497574784e-08
"ZW",1994-09-16,180,"Flooded Vegetation",2.73863717344861e-08
"BW",1994-09-16,190,"Built areas",6.1211913759962e-08
"ZW",1994-09-16,190,"Built areas",3.27356382399717e-08
"BW",1994-09-16,200,"Bare areas",5.71223628434793e-08
"ZW",1994-09-16,200,"Bare areas",3.35276126861572e-08
"ZW",1994-09-16,210,"Water bodies",1.99079662006704e-08
"BW",1994-10-16,10,"Crops rainfed",2.8705719062615e-05
"ZW",1994-10-16,10,"Crops rainfed",2.34605610511401e-05
"BW",1994-10-16,30,"Crop-tree mosaic",2.59783236614203e-05
"ZW",1994-10-16,30,"Crop-tree mosaic",2.08620426616432e-05
"BW",1994-10-16,60,"Woodland",2.92434256376002e-05
"ZW",1994-10-16,60,"Woodland",2.53888567857045e-05
"BW",1994-10-16,120,"Shrubland",2.9055640298465e-05
"ZW",1994-10-16,120,"Shrubland",2.34126245822222e-05
"BW",1994-10-16,130,"Grassland",2.97142348753789e-05
"ZW",1994-10-16,130,"Grassland",2.33364545990228e-05
"BW",1994-10-16,180,"Flooded Vegetation",2.81534695032688e-05
"ZW",1994-10-16,180,"Flooded Vegetation",2.58477627936279e-05
"BW",1994-10-16,190,"Built areas",2.82107739622006e-05
"ZW",1994-10-16,190,"Built areas",1.94497037029134e-05
"BW",1994-10-16,200,"Bare areas",2.77514781573924e-05
"ZW",1994-10-16,200,"Bare areas",1.8896214896813e-05
"ZW",1994-10-16,210,"Water bodies",2.76581108862403e-05
"BW",1994-11-16,10,"Crops rainfed",5.59730914929594e-05
"ZW",1994-11-16,10,"Crops rainfed",4.45085339396668e-05
"BW",1994-11-16,30,"Crop-tree mosaic",6.50217909965024e-05
"ZW",1994-11-16,30,"Crop-tree mosaic",4.58336674534437e-05
"BW",1994-11-16,60,"Woodland",5.13538222611463e-05
"ZW",1994-11-16,60,"Woodland",4.66028953184277e-05
"BW",1994-11-16,120,"Shrubland",5.1168189386841e-05
"ZW",1994-11-16,120,"Shrubland",4.32953094409847e-05
"BW",1994-11-16,130,"Grassland",5.04230621515885e-05
"ZW",1994-11-16,130,"Grassland",4.34387966204388e-05
"BW",1994-11-16,180,"Flooded Vegetation",4.68855579202756e-05
"ZW",1994-11-16,180,"Flooded Vegetation",4.79930578223549e-05
"BW",1994-11-16,190,"Built areas",4.66146339022089e-05
"ZW",1994-11-16,190,"Built areas",3.42366281179098e-05
"BW",1994-11-16,200,"Bare areas",4.87545682894507e-05
"ZW",1994-11-16,200,"Bare areas",3.36469965986907e-05
"ZW",1994-11-16,210,"Water bodies",4.92104416915264e-05
"BW",1994-12-16,10,"Crops rainfed",3.98095976710503e-05
"ZW",1994-12-16,10,"Crops rainfed",5.4787157901822e-05
"BW",1994-12-16,30,"Crop-tree mosaic",4.62184140043613e-05
"ZW",1994-12-16,30,"Crop-tree mosaic",5.46568285419692e-05
"BW",1994-12-16,60,"Woodland",3.90324813295128e-05
